amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended 
004-9320382-9664233	004-9320382-9664233	2023-02-19T23:59:04+00:00	2023-02-20T19:37:20+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	67.21	5.54							DALLAS	TX	75254-2703	US		FALSE			FALSE
003-6334585-8000449	003-6334585-8000449	2023-02-19T23:49:29+00:00	2023-02-21T15:47:00+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	67.21	6.99							SNOWMASS VILLAGE	CO	81615-5439	US		FALSE			FALSE
003-0360495-6950609	003-0360495-6950609	2023-02-19T23:47:09+00:00	2023-02-21T08:10:18+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13	7.48							YOUNGSVILLE	LA	70592-5488	US		FALSE			FALSE
000-0895258-2486669	000-0895258-2486669	2023-02-19T23:25:32+00:00	2023-02-25T05:21:14+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	75.13	4.51							GREENVILLE	SC	29609-6048	US		FALSE			FALSE
000-0895258-2486669	000-0895258-2486669	2023-02-19T23:25:32+00:00	2023-02-25T05:21:14+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	77.34	4.64							GREENVILLE	SC	29609-6048	US		FALSE			FALSE
000-6453334-2233850	000-6453334-2233850	2023-02-19T22:54:53+00:00	2023-02-21T02:57:52+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	94.03	7.29							SANTA ANA	CA	92705-2830	US		FALSE			FALSE
004-2000609-0454662	004-2000609-0454662	2023-02-19T22:16:15+00:00	2023-02-20T20:40:46+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	8.18							CHICAGO	IL	60607-1328	US		FALSE			FALSE
002-4630085-6689830	002-4630085-6689830	2023-02-19T21:22:17+00:00	2023-02-26T20:35:48+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	5.59							SANTA FE	NM	87505-0602	US		FALSE			FALSE
002-2364000-0853008	002-2364000-0853008	2023-02-19T21:22:17+00:00	2023-02-26T20:45:07+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	79.85	6.64							SANTA FE	NM	87505-0602	US		FALSE			FALSE
003-3969298-5559462	003-3969298-5559462	2023-02-19T21:09:50+00:00	2023-02-20T17:42:41+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	10.55							ATLANTA	GA	30345-3740	US		FALSE			FALSE
000-5966300-6098608	000-5966300-6098608	2023-02-19T20:26:21+00:00	2023-02-20T00:15:09+00:00	Cancelled	Amazon	Amazon.com			Standard	REDACTED_1	Cancelled	0										OAK FOREST	IL	60452-2626	US		FALSE			FALSE
000-3894453-9003820	000-3894453-9003820	2023-02-19T19:56:09+00:00	2023-02-20T16:25:54+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	5.21							ATLANTA	GA	30327-4295	US		FALSE			FALSE
000-2696383-8020833	000-2696383-8020833	2023-02-19T18:52:19+00:00	2023-02-20T09:37:11+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95								ST AUGUSTINE	FL	32095-8263	US		TRUE			FALSE
003-9280686-8293005	003-9280686-8293005	2023-02-19T17:31:59+00:00	2023-02-21T23:32:53+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	3.57							HENDERSON	NV	89052-6913	US		FALSE			FALSE
003-4054823-0350403	003-4054823-0350403	2023-02-19T17:30:51+00:00	2023-02-20T21:53:34+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	179.08	0.26							LYNNFIELD	MA	01940-1442	US		FALSE			FALSE
003-5000048-0240033	003-5000048-0240033	2023-02-19T17:30:12+00:00	2023-02-27T01:34:48+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	17.98							MARION	OH	43302	US		FALSE			FALSE
000-2530929-3833029	000-2530929-3833029	2023-02-19T15:48:58+00:00	2023-02-20T19:10:25+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	91.52								FOREST LAKE	MN	55025-8607	US		FALSE			FALSE
003-0884983-2393842	003-0884983-2393842	2023-02-19T15:35:53+00:00	2023-02-22T10:54:37+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13								SKILLMAN	NJ	08558-2322	US		FALSE			FALSE
002-0900494-0993050	002-0900494-0993050	2023-02-19T14:14:35+00:00	2023-02-22T17:30:43+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	65.68	2.77							BALLWIN	MO	63021-7110	US		FALSE			FALSE
000-0385326-5059434	000-0385326-5059434	2023-02-19T13:45:32+00:00	2023-02-20T19:51:27+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	29.95	2.25							DURHAM	NC	27713-3476	US		FALSE			FALSE
002-6633484-6694648	002-6633484-6694648	2023-02-19T13:13:45+00:00	2023-02-21T10:22:36+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58								BROOKLYN	NY	11229-2620	US		FALSE			FALSE
004-6563826-8420200	004-6563826-8420200	2023-02-19T11:07:19+00:00	2023-02-20T11:14:04+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	8.18							CHICAGO	IL	60614-4306	US		FALSE			FALSE
004-8048844-6003858	004-8048844-6003858	2023-02-19T07:09:40+00:00	2023-02-21T15:52:37+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03	7.76							MILL VALLEY	CA	94941-2813	US		FALSE			FALSE
004-8048844-6003858	004-8048844-6003858	2023-02-19T07:09:40+00:00	2023-02-21T15:52:37+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03	7.76							MILL VALLEY	CA	94941-2813	US		FALSE			FALSE
002-4242450-0283402	002-4242450-0283402	2023-02-19T05:13:20+00:00	2023-02-19T17:04:23+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	7.02							Chicago	Illinois	60642	US		FALSE			FALSE
002-0348662-0236263	002-0348662-0236263	2023-02-19T05:08:20+00:00	2023-02-19T18:08:53+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	7.29							CARMICHAEL	CA	95608-2594	US		FALSE			FALSE
002-0348662-0236263	002-0348662-0236263	2023-02-19T05:08:20+00:00	2023-02-19T18:08:53+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	7.29							CARMICHAEL	CA	95608-2594	US		FALSE			FALSE
003-3860352-2503444	003-3860352-2503444	2023-02-19T04:25:49+00:00	2023-02-19T23:17:17+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	89.3	3.57	7.67					7.67	SCHENECTADY	NY	12306-3020	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
003-0403255-3445868	003-0403255-3445868	2023-02-19T04:21:58+00:00	2023-02-19T04:29:42+00:00	Cancelled	Amazon	Amazon.com			Standard	REDACTED_2	Cancelled	0										SCHENECTADY	NY	12306-3020	US		FALSE			FALSE
002-0446039-0985802	002-0446039-0985802	2023-02-19T04:06:48+00:00	2023-02-19T19:28:10+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_1	Shipped	1	USD	54.95	5.08	10.49	0.97					SANTA ANA	CA	92703-3948	US		FALSE			FALSE
004-0688353-9525869	004-0688353-9525869	2023-02-19T03:35:44+00:00	2023-02-19T22:12:24+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	131.83	7.55							Kirkwood	MO	63122-4404	US		FALSE			FALSE
002-8595036-0956240	002-8595036-0956240	2023-02-19T03:04:54+00:00	2023-02-20T00:21:25+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	5.46							COLUMBIA	MO	65203-5118	US		FALSE			FALSE
004-5388849-3960204	004-5388849-3960204	2023-02-19T03:01:13+00:00	2023-02-20T22:02:02+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	131.83								HINGHAM	MA	02043-4893	US		FALSE			FALSE
002-5488806-2623406	002-5488806-2623406	2023-02-19T02:20:27+00:00	2023-02-23T20:05:06+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	250.92	22.11							DENVER	CO	80218-3623	US		FALSE			FALSE
004-5083336-5383464	004-5083336-5383464	2023-02-19T02:09:57+00:00	2023-02-20T03:44:02+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.09							SAN DIEGO	CA	92130-2789	US		FALSE			FALSE
003-9093239-2400606	003-9093239-2400606	2023-02-19T01:37:32+00:00	2023-02-20T20:22:59+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	17.98							LOOMIS	CA	95650-8880	US		FALSE			FALSE
000-6690942-0303833	000-6690942-0303833	2023-02-19T00:14:52+00:00	2023-02-21T05:29:30+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88								WILKES BARRE	PA	18702-7912	US		FALSE			FALSE
000-3582639-5280000	000-3582639-5280000	2023-02-18T23:42:08+00:00	2023-02-20T23:34:45+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13	5.82							SAN DIEGO	CA	92110-5516	US		FALSE			FALSE
004-5305392-5396224	004-5305392-5396224	2023-02-18T23:10:25+00:00	2023-02-19T07:54:54+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	3.47							KATY	TX	77494	US		FALSE			FALSE
000-3623639-0636205	000-3623639-0636205	2023-02-18T22:05:54+00:00	2023-02-26T20:31:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	10.55							WINDHAM	NY	12496-1526	US		FALSE			FALSE
000-5830444-2508200	000-5830444-2508200	2023-02-18T21:45:52+00:00	2023-02-27T04:18:03+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_1	Shipped	1	USD	111	9.71							MURRIETA	CA	92562-4379	US		FALSE			FALSE
000-3009545-0446635	000-3009545-0446635	2023-02-18T21:33:56+00:00	2023-02-20T21:49:43+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03								LEXINGTON	MA	02421-4333	US		FALSE			FALSE
002-3238253-0029060	002-3238253-0029060	2023-02-18T21:04:34+00:00	2023-02-19T18:25:08+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	14.88							MACOMB	MICHIGAN	48044-1730	US		FALSE			FALSE
000-6258206-3206630	000-6258206-3206630	2023-02-18T20:55:30+00:00	2023-02-20T19:19:33+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	84.58	2.54							BALLSTON SPA	NY	12020-3236	US		FALSE			FALSE
004-0053220-5803443	004-0053220-5803443	2023-02-18T20:36:55+00:00	2023-02-20T09:25:31+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	181.53	12.71							MIAMI BEACH	FL	33141-4117	US		FALSE			FALSE
000-8906850-2200045	000-8906850-2200045	2023-02-18T20:08:59+00:00	2023-02-22T18:02:28+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	250.92	4.75							SHELBURNE FALLS	MA	01370-9679	US		FALSE			FALSE
003-5884302-9352203	003-5884302-9352203	2023-02-18T20:02:52+00:00	2023-02-20T09:32:36+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	41.89	2.66							NAUGATUCK	CT	06770-3723	US		FALSE			FALSE
003-5446944-0845049	003-5446944-0845049	2023-02-18T19:53:20+00:00	2023-02-22T19:39:20+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	12.99		2.3					2.3	NEW CASTLE	DE	19726-2079	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
002-3456466-3003405	002-3456466-3003405	2023-02-18T19:51:58+00:00	2023-02-19T21:22:44+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	250.92	15.06	11.34	0.68					KALAMAZOO	MI	49008-2178	US		FALSE			FALSE
004-4295232-9008222	004-4295232-9008222	2023-02-18T19:51:52+00:00	2023-02-19T05:09:08+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	3.04							HUNTINGTON	NY	11743-1358	US		FALSE			FALSE
004-0632883-4330455	004-0632883-4330455	2023-02-18T19:37:46+00:00	2023-02-20T18:10:07+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	55.53	5.69							LONG BEACH	CA	90814-3210	US		FALSE			FALSE
003-4009990-6302200	003-4009990-6302200	2023-02-18T19:15:13+00:00	2023-02-19T17:01:46+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	4.35							ENFIELD	CT	06082-5554	US		FALSE			FALSE
000-2683388-0580830	000-2683388-0580830	2023-02-18T18:09:08+00:00	2023-02-21T21:55:42+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	259.88	14.29							WRIGHTSTOWN	WI	54180-1074	US		FALSE			FALSE
004-9904253-3633022	004-9904253-3633022	2023-02-18T17:59:24+00:00	2023-02-20T04:22:48+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	5.58							EDWARDSVILLE	IL	62025-4412	US		FALSE			FALSE
003-5363384-9382654	003-5363384-9382654	2023-02-18T17:42:25+00:00	2023-02-20T08:58:24+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	3.04							MANHASSET	NY	11030-3716	US		FALSE			FALSE
000-9439984-0229042	000-9439984-0229042	2023-02-18T17:36:52+00:00	2023-02-19T14:44:19+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										LATROBE	PA	15650-1066	US		FALSE			FALSE
003-0998203-3893865	003-0998203-3893865	2023-02-18T17:07:35+00:00	2023-02-20T23:22:55+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	16.74							MANTEO	NC	27954-9681	US		FALSE			FALSE
002-9339660-3003022	002-9339660-3003022	2023-02-18T17:00:53+00:00	2023-02-19T15:40:37+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	131.83	12.03							GILROY	CA	95020-3773	US		FALSE			FALSE
002-8580263-0933028	002-8580263-0933028	2023-02-18T16:48:17+00:00	2023-02-19T09:19:43+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	54.95		5.99						MOORESTOWN	NJ	08057-2537	US		FALSE			FALSE
002-9833463-8645023	002-9833463-8645023	2023-02-18T16:25:23+00:00	2023-02-21T05:35:52+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	55.53	2.93							GRAND JUNCTION	CO	81506-1420	US		FALSE			FALSE
002-8390633-2400048	002-8390633-2400048	2023-02-18T16:16:59+00:00	2023-02-27T00:08:21+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	64.14								NEW YORK	NY	10007-0118	US		FALSE			FALSE
000-0559488-0809429	000-0559488-0809429	2023-02-18T09:00:07+00:00	2023-02-21T05:06:41+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	65.68	5.42							EDMOND	OK	73012-9703	US		FALSE			FALSE
002-8303300-4340249	002-8303300-4340249	2023-02-18T06:06:32+00:00	2023-02-20T20:22:44+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.01							SMITHFIELD	UT	84335-1012	US		FALSE			FALSE
004-5205422-2803463	004-5205422-2803463	2023-02-18T04:21:16+00:00	2023-02-27T23:31:17+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	29.95	0.9	5.15					5.15	DUTCH HARBOR	AK	99692-0608	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
000-3033352-6049002	000-3033352-6049002	2023-02-18T03:23:20+00:00	2023-02-19T15:29:04+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	2.98							BRADENTON	FL	34203-3169	US		FALSE			FALSE
000-4895030-4900658	000-4895030-4900658	2023-02-18T03:02:23+00:00	2023-02-18T22:06:19+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	7.05							CHAPEL HILL	NC	27517-7014	US		FALSE			FALSE
002-2398556-0903803	002-2398556-0903803	2023-02-18T03:01:27+00:00	2023-02-20T18:01:17+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	164.9	11.54							LEWISVILLE	NC	27023-8668	US		FALSE			FALSE
003-3695582-6303828	003-3695582-6303828	2023-02-18T02:48:11+00:00	2023-02-18T17:19:32+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	4.34							COLORADO SPRINGS	CO	80951-4722	US		FALSE			FALSE
003-3034024-9023408	003-3034024-9023408	2023-02-18T01:54:42+00:00	2023-02-19T22:15:49+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	17.36							Powell	Ohio	43065	US		FALSE			FALSE
003-9463305-3349004	003-9463305-3349004	2023-02-18T01:52:11+00:00	2023-02-19T13:49:25+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	11.7							STATEN ISLAND	NY	10312-4219	US		FALSE			FALSE
003-0533486-9300603	003-0533486-9300603	2023-02-18T01:41:58+00:00	2023-02-18T10:15:32+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68								SUNAPEE	NH	03782-3001	US		FALSE			FALSE
002-3963290-6532263	002-3963290-6532263	2023-02-18T01:30:15+00:00	2023-02-18T23:39:52+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	164.9	11.96							PLEASANT GROVE	UT	84062-9155	US		FALSE			FALSE
004-8956362-4003040	004-8956362-4003040	2023-02-18T00:53:43+00:00	2023-02-20T08:18:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	7.59							PLAYA DEL REY	CA	90293-7903	US		FALSE			FALSE
002-5320008-0260254	002-5320008-0260254	2023-02-18T00:49:32+00:00	2023-02-18T17:12:38+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	9.64							CHICAGO	IL	60601-4726	US		FALSE			FALSE
002-5320008-0260254	002-5320008-0260254	2023-02-18T00:49:32+00:00	2023-02-18T17:12:38+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	9.64							CHICAGO	IL	60601-4726	US		FALSE			FALSE
003-2869033-4385040	003-2869033-4385040	2023-02-18T00:47:22+00:00	2023-02-18T05:25:11+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	4.11							HARRISON	NY	10528-1507	US		FALSE			FALSE
004-2095590-3534634	004-2095590-3534634	2023-02-18T00:04:00+00:00	2023-02-18T04:58:51+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	4.3							ROSEVILLE	CA	95747-8328	US		FALSE			FALSE
000-8644649-5506606	000-8644649-5506606	2023-02-17T23:10:25+00:00	2023-02-18T20:09:34+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	6.98							DALLAS	TX	75230-2956	US		FALSE			FALSE
004-6886334-2080200	004-6886334-2080200	2023-02-17T23:09:33+00:00	2023-02-18T12:29:17+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	82.07	7.69							SAN JOSE	CA	95129-4236	US		FALSE			FALSE
003-3805654-4020234	003-3805654-4020234	2023-02-17T22:52:26+00:00	2023-02-18T19:46:55+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	82.07	5.13							SPRING	TX	77389-1756	US		FALSE			FALSE
002-0460863-0233829	002-0460863-0233829	2023-02-17T22:04:03+00:00	2023-02-19T05:26:28+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06								BASKING RIDGE	NJ	07920-3059	US		FALSE			FALSE
000-6209603-3909453	000-6209603-3909453	2023-02-17T21:41:37+00:00	2023-02-19T18:31:10+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	4.6							MIAMI BEACH	FL	33109-0303	US		FALSE			FALSE
000-3680049-5965803	000-3680049-5965803	2023-02-17T21:39:46+00:00	2023-02-18T21:54:30+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	18.19	8.16					8.16	MIAMI BEACH	FL	33139-4704	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
002-3532353-4832245	002-3532353-4832245	2023-02-17T21:34:26+00:00	2023-02-18T21:53:24+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	141.75								PORTLAND	OR	97211-2707	US		FALSE			FALSE
004-3433232-0688220	004-3433232-0688220	2023-02-17T21:04:49+00:00	2023-02-18T17:21:58+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	12.26							BUCKEYE	AZ	85396-7862	US		FALSE			FALSE
000-8933438-0009862	000-8933438-0009862	2023-02-17T21:01:00+00:00	2023-02-19T18:28:46+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	14.88							ROCKVILLE	MD	20850-1626	US		FALSE			FALSE
003-6052362-2035429	003-6052362-2035429	2023-02-17T20:32:38+00:00	2023-02-18T19:25:19+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.42							HOUSTON	TX	77057-1160	US		FALSE			FALSE
004-0096334-6564204	004-0096334-6564204	2023-02-17T20:21:40+00:00	2023-02-18T08:34:40+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.94							BOULDER	COLORADO	80301-6008	US		FALSE			FALSE
004-0096334-6564204	004-0096334-6564204	2023-02-17T20:21:40+00:00	2023-02-18T08:34:40+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.94							BOULDER	COLORADO	80301-6008	US		FALSE			FALSE
004-4405005-9093843	004-4405005-9093843	2023-02-17T20:10:41+00:00	2023-02-20T20:21:58+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	17.98							PLEASANT GROVE	UT	84062	US		FALSE			FALSE
000-3900026-2892242	000-3900026-2892242	2023-02-17T19:39:50+00:00	2023-02-21T05:19:01+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	250.92								UNION	NJ	07083-2636	US		FALSE			FALSE
004-5083940-2009800	004-5083940-2009800	2023-02-17T19:37:08+00:00	2023-02-18T19:36:46+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	6.22							SAN RAFAEL	CA	94901-1917	US		FALSE			FALSE
002-3500525-3069059	002-3500525-3069059	2023-02-17T19:13:12+00:00	2023-02-18T04:04:46+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	64.14	6.09							LOS ANGELES	CA	90035-4018	US		FALSE			FALSE
000-4306900-9303443	000-4306900-9303443	2023-02-17T18:43:47+00:00	2023-02-22T00:36:56+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										Porter Ranch	CA	91326	US		FALSE			FALSE
004-8840859-0858660	004-8840859-0858660	2023-02-17T18:42:45+00:00	2023-02-21T21:31:48+00:00	Cancelled	Amazon	Amazon.com			SecondDay	REDACTED_2	Cancelled	0										TROY	NY	12180-2303	US		FALSE			FALSE
003-4920225-6808640	003-4920225-6808640	2023-02-17T18:19:03+00:00	2023-02-20T15:37:47+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	250.92	13.3							CLARKSVILLE	VA	23927-9035	US		FALSE			FALSE
003-2884389-2040034	003-2884389-2040034	2023-02-17T18:13:21+00:00	2023-02-23T07:21:08+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	55.53	5.22	5.06	0.48					VAIL	CO	81657-4511	US		FALSE			FALSE
000-3585400-3980206	000-3585400-3980206	2023-02-17T17:25:27+00:00	2023-02-18T09:13:33+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	164.9	11.96							CHARLOTTE	NC	28277-1664	US		FALSE			FALSE
002-4238308-4800020	002-4238308-4800020	2023-02-17T15:46:34+00:00	2023-02-18T07:33:33+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.57	3.72							SAN RAMON	CA	94583-3714	US		FALSE			FALSE
003-2903883-5888202	003-2903883-5888202	2023-02-17T15:28:20+00:00	2023-02-19T07:34:25+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	7.45							DENVER	CO	80210-1910	US		FALSE			FALSE
002-3930262-3092223	002-3930262-3092223	2023-02-17T15:19:20+00:00	2023-02-17T21:46:14+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	19.49							BLOOMINGDALE	IL	60108-1232	US		FALSE			FALSE
004-9030656-0035400	004-9030656-0035400	2023-02-17T14:48:25+00:00	2023-02-18T05:36:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	6.34							JACKSONVILLE	FL	32256-5865	US		FALSE			FALSE
004-3820500-4228240	004-3820500-4228240	2023-02-17T13:23:24+00:00	2023-02-18T21:54:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	5.64							GREENVILLE	SC	29609-6048	US		FALSE			FALSE
004-2063093-6969800	004-2063093-6969800	2023-02-17T12:37:06+00:00	2023-02-17T18:12:25+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.47	2.99					2.99	LEAGUE CITY	TX	77573-7193	US		FALSE			FALSE
